center,left,right,steering,throttle,brake,speed
normal\IMG\center_2018_04_20_13_48_38_747.jpg,normal\IMG\left_2018_04_20_13_48_38_747.jpg,normal\IMG\right_2018_04_20_13_48_38_747.jpg,0.0,1.0,0,30.19102
normal\IMG\center_2018_04_20_13_48_38_817.jpg,normal\IMG\left_2018_04_20_13_48_38_817.jpg,normal\IMG\right_2018_04_20_13_48_38_817.jpg,0.0,1.0,0,30.19063
normal\IMG\center_2018_04_20_13_48_38_923.jpg,normal\IMG\left_2018_04_20_13_48_38_923.jpg,normal\IMG\right_2018_04_20_13_48_38_923.jpg,0.0,1.0,0,30.190140000000003
normal\IMG\center_2018_04_20_13_48_39_043.jpg,normal\IMG\left_2018_04_20_13_48_39_043.jpg,normal\IMG\right_2018_04_20_13_48_39_043.jpg,0.0,1.0,0,30.19002
normal\IMG\center_2018_04_20_13_48_39_171.jpg,normal\IMG\left_2018_04_20_13_48_39_171.jpg,normal\IMG\right_2018_04_20_13_48_39_171.jpg,0.0,1.0,0,30.19
normal\IMG\center_2018_04_20_13_48_39_288.jpg,normal\IMG\left_2018_04_20_13_48_39_288.jpg,normal\IMG\right_2018_04_20_13_48_39_288.jpg,0.0,1.0,0,30.18999
normal\IMG\center_2018_04_20_13_48_39_413.jpg,normal\IMG\left_2018_04_20_13_48_39_413.jpg,normal\IMG\right_2018_04_20_13_48_39_413.jpg,0.0,1.0,0,30.18999
normal\IMG\center_2018_04_20_13_48_39_538.jpg,normal\IMG\left_2018_04_20_13_48_39_538.jpg,normal\IMG\right_2018_04_20_13_48_39_538.jpg,0.0,1.0,0,30.19
normal\IMG\center_2018_04_20_13_48_39_682.jpg,normal\IMG\left_2018_04_20_13_48_39_682.jpg,normal\IMG\right_2018_04_20_13_48_39_682.jpg,0.0,1.0,0,30.19
normal\IMG\center_2018_04_20_13_48_39_803.jpg,normal\IMG\left_2018_04_20_13_48_39_803.jpg,normal\IMG\right_2018_04_20_13_48_39_803.jpg,0.0,1.0,0,30.19
normal\IMG\center_2018_04_20_13_48_39_921.jpg,normal\IMG\left_2018_04_20_13_48_39_921.jpg,normal\IMG\right_2018_04_20_13_48_39_921.jpg,0.0,1.0,0,30.19
normal\IMG\center_2018_04_20_13_48_40_049.jpg,normal\IMG\left_2018_04_20_13_48_40_049.jpg,normal\IMG\right_2018_04_20_13_48_40_049.jpg,0.0,1.0,0,30.18999
normal\IMG\center_2018_04_20_13_48_40_178.jpg,normal\IMG\left_2018_04_20_13_48_40_178.jpg,normal\IMG\right_2018_04_20_13_48_40_178.jpg,0.0,1.0,0,30.19
normal\IMG\center_2018_04_20_13_48_40_307.jpg,normal\IMG\left_2018_04_20_13_48_40_307.jpg,normal\IMG\right_2018_04_20_13_48_40_307.jpg,0.35,1.0,0,30.16295
normal\IMG\center_2018_04_20_13_48_40_435.jpg,normal\IMG\left_2018_04_20_13_48_40_435.jpg,normal\IMG\right_2018_04_20_13_48_40_435.jpg,0.002886668,1.0,0,30.18884000000001
normal\IMG\center_2018_04_20_13_48_40_576.jpg,normal\IMG\left_2018_04_20_13_48_40_576.jpg,normal\IMG\right_2018_04_20_13_48_40_576.jpg,0.0,1.0,0,30.18978
normal\IMG\center_2018_04_20_13_48_40_688.jpg,normal\IMG\left_2018_04_20_13_48_40_688.jpg,normal\IMG\right_2018_04_20_13_48_40_688.jpg,0.0,1.0,0,30.18987000000001
normal\IMG\center_2018_04_20_13_48_40_839.jpg,normal\IMG\left_2018_04_20_13_48_40_839.jpg,normal\IMG\right_2018_04_20_13_48_40_839.jpg,0.0,1.0,0,30.18987000000001
normal\IMG\center_2018_04_20_13_48_40_949.jpg,normal\IMG\left_2018_04_20_13_48_40_949.jpg,normal\IMG\right_2018_04_20_13_48_40_949.jpg,0.0,1.0,0,30.18987000000001
normal\IMG\center_2018_04_20_13_48_41_077.jpg,normal\IMG\left_2018_04_20_13_48_41_077.jpg,normal\IMG\right_2018_04_20_13_48_41_077.jpg,0.0,1.0,0,30.18989
normal\IMG\center_2018_04_20_13_48_41_197.jpg,normal\IMG\left_2018_04_20_13_48_41_197.jpg,normal\IMG\right_2018_04_20_13_48_41_197.jpg,0.0,1.0,0,30.18987000000001
normal\IMG\center_2018_04_20_13_48_41_276.jpg,normal\IMG\left_2018_04_20_13_48_41_276.jpg,normal\IMG\right_2018_04_20_13_48_41_276.jpg,0.0,1.0,0,30.18988
normal\IMG\center_2018_04_20_13_48_41_393.jpg,normal\IMG\left_2018_04_20_13_48_41_393.jpg,normal\IMG\right_2018_04_20_13_48_41_393.jpg,0.0,1.0,0,30.18987000000001
normal\IMG\center_2018_04_20_13_48_41_523.jpg,normal\IMG\left_2018_04_20_13_48_41_523.jpg,normal\IMG\right_2018_04_20_13_48_41_523.jpg,0.0,1.0,0,30.18987000000001
normal\IMG\center_2018_04_20_13_48_41_665.jpg,normal\IMG\left_2018_04_20_13_48_41_665.jpg,normal\IMG\right_2018_04_20_13_48_41_665.jpg,-0.2,1.0,0,30.17956
normal\IMG\center_2018_04_20_13_48_41_795.jpg,normal\IMG\left_2018_04_20_13_48_41_795.jpg,normal\IMG\right_2018_04_20_13_48_41_795.jpg,-0.15537910000000002,1.0,0,30.18881
normal\IMG\center_2018_04_20_13_48_41_920.jpg,normal\IMG\left_2018_04_20_13_48_41_920.jpg,normal\IMG\right_2018_04_20_13_48_41_920.jpg,0.0,1.0,0,30.18961
normal\IMG\center_2018_04_20_13_48_42_036.jpg,normal\IMG\left_2018_04_20_13_48_42_036.jpg,normal\IMG\right_2018_04_20_13_48_42_036.jpg,0.0,1.0,0,30.18992
normal\IMG\center_2018_04_20_13_48_42_165.jpg,normal\IMG\left_2018_04_20_13_48_42_165.jpg,normal\IMG\right_2018_04_20_13_48_42_165.jpg,0.0,1.0,0,30.18998
normal\IMG\center_2018_04_20_13_48_42_248.jpg,normal\IMG\left_2018_04_20_13_48_42_248.jpg,normal\IMG\right_2018_04_20_13_48_42_248.jpg,0.0,1.0,0,30.18995
normal\IMG\center_2018_04_20_13_48_42_369.jpg,normal\IMG\left_2018_04_20_13_48_42_369.jpg,normal\IMG\right_2018_04_20_13_48_42_369.jpg,0.0,1.0,0,30.18999
normal\IMG\center_2018_04_20_13_48_42_511.jpg,normal\IMG\left_2018_04_20_13_48_42_511.jpg,normal\IMG\right_2018_04_20_13_48_42_511.jpg,0.0,1.0,0,30.18999
normal\IMG\center_2018_04_20_13_48_42_636.jpg,normal\IMG\left_2018_04_20_13_48_42_636.jpg,normal\IMG\right_2018_04_20_13_48_42_636.jpg,0.0,1.0,0,30.18998
normal\IMG\center_2018_04_20_13_48_42_765.jpg,normal\IMG\left_2018_04_20_13_48_42_765.jpg,normal\IMG\right_2018_04_20_13_48_42_765.jpg,0.0,1.0,0,30.18997
normal\IMG\center_2018_04_20_13_48_42_833.jpg,normal\IMG\left_2018_04_20_13_48_42_833.jpg,normal\IMG\right_2018_04_20_13_48_42_833.jpg,0.0,1.0,0,30.18998
normal\IMG\center_2018_04_20_13_48_42_902.jpg,normal\IMG\left_2018_04_20_13_48_42_902.jpg,normal\IMG\right_2018_04_20_13_48_42_902.jpg,0.0,1.0,0,30.19
normal\IMG\center_2018_04_20_13_48_42_986.jpg,normal\IMG\left_2018_04_20_13_48_42_986.jpg,normal\IMG\right_2018_04_20_13_48_42_986.jpg,0.0,1.0,0,30.18998
normal\IMG\center_2018_04_20_13_48_43_114.jpg,normal\IMG\left_2018_04_20_13_48_43_114.jpg,normal\IMG\right_2018_04_20_13_48_43_114.jpg,0.0,1.0,0,30.19
normal\IMG\center_2018_04_20_13_48_43_192.jpg,normal\IMG\left_2018_04_20_13_48_43_192.jpg,normal\IMG\right_2018_04_20_13_48_43_192.jpg,0.0,1.0,0,30.18997
normal\IMG\center_2018_04_20_13_48_43_318.jpg,normal\IMG\left_2018_04_20_13_48_43_318.jpg,normal\IMG\right_2018_04_20_13_48_43_318.jpg,0.0,1.0,0,30.18998
normal\IMG\center_2018_04_20_13_48_43_391.jpg,normal\IMG\left_2018_04_20_13_48_43_391.jpg,normal\IMG\right_2018_04_20_13_48_43_391.jpg,0.0,1.0,0,30.18998
normal\IMG\center_2018_04_20_13_48_43_528.jpg,normal\IMG\left_2018_04_20_13_48_43_528.jpg,normal\IMG\right_2018_04_20_13_48_43_528.jpg,0.0,1.0,0,30.18998
normal\IMG\center_2018_04_20_13_48_43_596.jpg,normal\IMG\left_2018_04_20_13_48_43_596.jpg,normal\IMG\right_2018_04_20_13_48_43_596.jpg,0.0,1.0,0,30.18998
normal\IMG\center_2018_04_20_13_48_43_669.jpg,normal\IMG\left_2018_04_20_13_48_43_669.jpg,normal\IMG\right_2018_04_20_13_48_43_669.jpg,0.0,1.0,0,30.18997
normal\IMG\center_2018_04_20_13_48_43_743.jpg,normal\IMG\left_2018_04_20_13_48_43_743.jpg,normal\IMG\right_2018_04_20_13_48_43_743.jpg,0.0,1.0,0,30.18998
normal\IMG\center_2018_04_20_13_48_43_826.jpg,normal\IMG\left_2018_04_20_13_48_43_826.jpg,normal\IMG\right_2018_04_20_13_48_43_826.jpg,0.0,1.0,0,30.18998
normal\IMG\center_2018_04_20_13_48_43_963.jpg,normal\IMG\left_2018_04_20_13_48_43_963.jpg,normal\IMG\right_2018_04_20_13_48_43_963.jpg,0.0,1.0,0,30.18995
normal\IMG\center_2018_04_20_13_48_44_031.jpg,normal\IMG\left_2018_04_20_13_48_44_031.jpg,normal\IMG\right_2018_04_20_13_48_44_031.jpg,0.0,1.0,0,30.18996
normal\IMG\center_2018_04_20_13_48_44_104.jpg,normal\IMG\left_2018_04_20_13_48_44_104.jpg,normal\IMG\right_2018_04_20_13_48_44_104.jpg,0.0,1.0,0,30.18998
normal\IMG\center_2018_04_20_13_48_44_178.jpg,normal\IMG\left_2018_04_20_13_48_44_178.jpg,normal\IMG\right_2018_04_20_13_48_44_178.jpg,0.0,1.0,0,30.18997
normal\IMG\center_2018_04_20_13_48_44_250.jpg,normal\IMG\left_2018_04_20_13_48_44_250.jpg,normal\IMG\right_2018_04_20_13_48_44_250.jpg,0.0,1.0,0,30.18997
normal\IMG\center_2018_04_20_13_48_44_340.jpg,normal\IMG\left_2018_04_20_13_48_44_340.jpg,normal\IMG\right_2018_04_20_13_48_44_340.jpg,0.0,1.0,0,30.18997
normal\IMG\center_2018_04_20_13_48_44_477.jpg,normal\IMG\left_2018_04_20_13_48_44_477.jpg,normal\IMG\right_2018_04_20_13_48_44_477.jpg,0.0,1.0,0,30.18998
normal\IMG\center_2018_04_20_13_48_44_549.jpg,normal\IMG\left_2018_04_20_13_48_44_549.jpg,normal\IMG\right_2018_04_20_13_48_44_549.jpg,0.0,1.0,0,30.18997
normal\IMG\center_2018_04_20_13_48_44_624.jpg,normal\IMG\left_2018_04_20_13_48_44_624.jpg,normal\IMG\right_2018_04_20_13_48_44_624.jpg,0.0,1.0,0,30.18999
normal\IMG\center_2018_04_20_13_48_44_690.jpg,normal\IMG\left_2018_04_20_13_48_44_690.jpg,normal\IMG\right_2018_04_20_13_48_44_690.jpg,0.0,1.0,0,30.18996
normal\IMG\center_2018_04_20_13_48_44_785.jpg,normal\IMG\left_2018_04_20_13_48_44_785.jpg,normal\IMG\right_2018_04_20_13_48_44_785.jpg,0.0,1.0,0,30.18999
normal\IMG\center_2018_04_20_13_48_44_919.jpg,normal\IMG\left_2018_04_20_13_48_44_919.jpg,normal\IMG\right_2018_04_20_13_48_44_919.jpg,0.0,1.0,0,30.18996
normal\IMG\center_2018_04_20_13_48_44_992.jpg,normal\IMG\left_2018_04_20_13_48_44_992.jpg,normal\IMG\right_2018_04_20_13_48_44_992.jpg,0.0,1.0,0,30.18998
normal\IMG\center_2018_04_20_13_48_45_081.jpg,normal\IMG\left_2018_04_20_13_48_45_081.jpg,normal\IMG\right_2018_04_20_13_48_45_081.jpg,0.0,1.0,0,30.18996
normal\IMG\center_2018_04_20_13_48_45_234.jpg,normal\IMG\left_2018_04_20_13_48_45_234.jpg,normal\IMG\right_2018_04_20_13_48_45_234.jpg,0.0,1.0,0,30.18999
normal\IMG\center_2018_04_20_13_48_45_367.jpg,normal\IMG\left_2018_04_20_13_48_45_367.jpg,normal\IMG\right_2018_04_20_13_48_45_367.jpg,0.0,1.0,0,30.19
normal\IMG\center_2018_04_20_13_48_45_452.jpg,normal\IMG\left_2018_04_20_13_48_45_452.jpg,normal\IMG\right_2018_04_20_13_48_45_452.jpg,0.0,1.0,0,30.18997
normal\IMG\center_2018_04_20_13_48_45_534.jpg,normal\IMG\left_2018_04_20_13_48_45_534.jpg,normal\IMG\right_2018_04_20_13_48_45_534.jpg,0.0,1.0,0,30.18998
normal\IMG\center_2018_04_20_13_48_45_599.jpg,normal\IMG\left_2018_04_20_13_48_45_599.jpg,normal\IMG\right_2018_04_20_13_48_45_599.jpg,0.0,1.0,0,30.18997
normal\IMG\center_2018_04_20_13_48_45_678.jpg,normal\IMG\left_2018_04_20_13_48_45_678.jpg,normal\IMG\right_2018_04_20_13_48_45_678.jpg,0.0,1.0,0,30.18998
normal\IMG\center_2018_04_20_13_48_45_754.jpg,normal\IMG\left_2018_04_20_13_48_45_754.jpg,normal\IMG\right_2018_04_20_13_48_45_754.jpg,0.0,1.0,0,30.18998
normal\IMG\center_2018_04_20_13_48_45_832.jpg,normal\IMG\left_2018_04_20_13_48_45_832.jpg,normal\IMG\right_2018_04_20_13_48_45_832.jpg,0.0,1.0,0,30.18999
normal\IMG\center_2018_04_20_13_48_45_909.jpg,normal\IMG\left_2018_04_20_13_48_45_909.jpg,normal\IMG\right_2018_04_20_13_48_45_909.jpg,0.0,1.0,0,30.18999
normal\IMG\center_2018_04_20_13_48_45_987.jpg,normal\IMG\left_2018_04_20_13_48_45_987.jpg,normal\IMG\right_2018_04_20_13_48_45_987.jpg,0.0,1.0,0,30.18998
normal\IMG\center_2018_04_20_13_48_46_064.jpg,normal\IMG\left_2018_04_20_13_48_46_064.jpg,normal\IMG\right_2018_04_20_13_48_46_064.jpg,0.0,1.0,0,30.18999
normal\IMG\center_2018_04_20_13_48_46_142.jpg,normal\IMG\left_2018_04_20_13_48_46_142.jpg,normal\IMG\right_2018_04_20_13_48_46_142.jpg,0.0,1.0,0,30.28179
normal\IMG\center_2018_04_20_13_48_46_236.jpg,normal\IMG\left_2018_04_20_13_48_46_236.jpg,normal\IMG\right_2018_04_20_13_48_46_236.jpg,0.0,1.0,0,30.20035
normal\IMG\center_2018_04_20_13_48_46_309.jpg,normal\IMG\left_2018_04_20_13_48_46_309.jpg,normal\IMG\right_2018_04_20_13_48_46_309.jpg,0.0,1.0,0,30.19678
normal\IMG\center_2018_04_20_13_48_46_390.jpg,normal\IMG\left_2018_04_20_13_48_46_390.jpg,normal\IMG\right_2018_04_20_13_48_46_390.jpg,0.0,1.0,0,30.05507
normal\IMG\center_2018_04_20_13_48_46_472.jpg,normal\IMG\left_2018_04_20_13_48_46_472.jpg,normal\IMG\right_2018_04_20_13_48_46_472.jpg,0.0,1.0,0,30.21888
normal\IMG\center_2018_04_20_13_48_46_555.jpg,normal\IMG\left_2018_04_20_13_48_46_555.jpg,normal\IMG\right_2018_04_20_13_48_46_555.jpg,0.0,1.0,0,30.19299
normal\IMG\center_2018_04_20_13_48_46_636.jpg,normal\IMG\left_2018_04_20_13_48_46_636.jpg,normal\IMG\right_2018_04_20_13_48_46_636.jpg,0.0,1.0,0,30.19034000000001
normal\IMG\center_2018_04_20_13_48_46_715.jpg,normal\IMG\left_2018_04_20_13_48_46_715.jpg,normal\IMG\right_2018_04_20_13_48_46_715.jpg,0.0,1.0,0,30.19007
normal\IMG\center_2018_04_20_13_48_46_793.jpg,normal\IMG\left_2018_04_20_13_48_46_793.jpg,normal\IMG\right_2018_04_20_13_48_46_793.jpg,0.0,1.0,0,30.19025
normal\IMG\center_2018_04_20_13_48_46_896.jpg,normal\IMG\left_2018_04_20_13_48_46_896.jpg,normal\IMG\right_2018_04_20_13_48_46_896.jpg,0.0,1.0,0,30.19025
normal\IMG\center_2018_04_20_13_48_46_961.jpg,normal\IMG\left_2018_04_20_13_48_46_961.jpg,normal\IMG\right_2018_04_20_13_48_46_961.jpg,0.0,1.0,0,30.19025
normal\IMG\center_2018_04_20_13_48_47_042.jpg,normal\IMG\left_2018_04_20_13_48_47_042.jpg,normal\IMG\right_2018_04_20_13_48_47_042.jpg,0.0,1.0,0,30.19028
normal\IMG\center_2018_04_20_13_48_47_129.jpg,normal\IMG\left_2018_04_20_13_48_47_129.jpg,normal\IMG\right_2018_04_20_13_48_47_129.jpg,0.0,1.0,0,30.1903
normal\IMG\center_2018_04_20_13_48_47_213.jpg,normal\IMG\left_2018_04_20_13_48_47_213.jpg,normal\IMG\right_2018_04_20_13_48_47_213.jpg,-0.2,1.0,0,30.17987
normal\IMG\center_2018_04_20_13_48_47_299.jpg,normal\IMG\left_2018_04_20_13_48_47_299.jpg,normal\IMG\right_2018_04_20_13_48_47_299.jpg,0.0,1.0,0,30.1903
normal\IMG\center_2018_04_20_13_48_47_399.jpg,normal\IMG\left_2018_04_20_13_48_47_399.jpg,normal\IMG\right_2018_04_20_13_48_47_399.jpg,0.0,1.0,0,30.19027
normal\IMG\center_2018_04_20_13_48_47_485.jpg,normal\IMG\left_2018_04_20_13_48_47_485.jpg,normal\IMG\right_2018_04_20_13_48_47_485.jpg,0.0,1.0,0,30.19025
normal\IMG\center_2018_04_20_13_48_47_559.jpg,normal\IMG\left_2018_04_20_13_48_47_559.jpg,normal\IMG\right_2018_04_20_13_48_47_559.jpg,0.0,1.0,0,30.1903
normal\IMG\center_2018_04_20_13_48_47_645.jpg,normal\IMG\left_2018_04_20_13_48_47_645.jpg,normal\IMG\right_2018_04_20_13_48_47_645.jpg,0.0,1.0,0,30.1902
normal\IMG\center_2018_04_20_13_48_47_727.jpg,normal\IMG\left_2018_04_20_13_48_47_727.jpg,normal\IMG\right_2018_04_20_13_48_47_727.jpg,0.0,1.0,0,30.19029
normal\IMG\center_2018_04_20_13_48_47_812.jpg,normal\IMG\left_2018_04_20_13_48_47_812.jpg,normal\IMG\right_2018_04_20_13_48_47_812.jpg,0.0,1.0,0,30.19029
normal\IMG\center_2018_04_20_13_48_47_909.jpg,normal\IMG\left_2018_04_20_13_48_47_909.jpg,normal\IMG\right_2018_04_20_13_48_47_909.jpg,0.0,1.0,0,30.18972
normal\IMG\center_2018_04_20_13_48_47_987.jpg,normal\IMG\left_2018_04_20_13_48_47_987.jpg,normal\IMG\right_2018_04_20_13_48_47_987.jpg,-0.2,1.0,0,30.17974
normal\IMG\center_2018_04_20_13_48_48_073.jpg,normal\IMG\left_2018_04_20_13_48_48_073.jpg,normal\IMG\right_2018_04_20_13_48_48_073.jpg,0.0,1.0,0,30.19005
normal\IMG\center_2018_04_20_13_48_48_149.jpg,normal\IMG\left_2018_04_20_13_48_48_149.jpg,normal\IMG\right_2018_04_20_13_48_48_149.jpg,0.0,1.0,0,30.18957
normal\IMG\center_2018_04_20_13_48_48_248.jpg,normal\IMG\left_2018_04_20_13_48_48_248.jpg,normal\IMG\right_2018_04_20_13_48_48_248.jpg,0.0,1.0,0,30.18995
normal\IMG\center_2018_04_20_13_48_48_331.jpg,normal\IMG\left_2018_04_20_13_48_48_331.jpg,normal\IMG\right_2018_04_20_13_48_48_331.jpg,0.0,1.0,0,30.18964
normal\IMG\center_2018_04_20_13_48_48_402.jpg,normal\IMG\left_2018_04_20_13_48_48_402.jpg,normal\IMG\right_2018_04_20_13_48_48_402.jpg,0.0,1.0,0,30.18985
normal\IMG\center_2018_04_20_13_48_48_473.jpg,normal\IMG\left_2018_04_20_13_48_48_473.jpg,normal\IMG\right_2018_04_20_13_48_48_473.jpg,0.0,1.0,0,30.18989
normal\IMG\center_2018_04_20_13_48_48_562.jpg,normal\IMG\left_2018_04_20_13_48_48_562.jpg,normal\IMG\right_2018_04_20_13_48_48_562.jpg,0.0,1.0,0,30.18991
normal\IMG\center_2018_04_20_13_48_48_642.jpg,normal\IMG\left_2018_04_20_13_48_48_642.jpg,normal\IMG\right_2018_04_20_13_48_48_642.jpg,0.0,1.0,0,30.190040000000003
normal\IMG\center_2018_04_20_13_48_48_722.jpg,normal\IMG\left_2018_04_20_13_48_48_722.jpg,normal\IMG\right_2018_04_20_13_48_48_722.jpg,-0.2,1.0,0,30.17967
normal\IMG\center_2018_04_20_13_48_48_801.jpg,normal\IMG\left_2018_04_20_13_48_48_801.jpg,normal\IMG\right_2018_04_20_13_48_48_801.jpg,-0.4,1.0,0,30.15763
normal\IMG\center_2018_04_20_13_48_48_872.jpg,normal\IMG\left_2018_04_20_13_48_48_872.jpg,normal\IMG\right_2018_04_20_13_48_48_872.jpg,-0.6000001,1.0,0,30.13405
normal\IMG\center_2018_04_20_13_48_48_969.jpg,normal\IMG\left_2018_04_20_13_48_48_969.jpg,normal\IMG\right_2018_04_20_13_48_48_969.jpg,-0.404821,1.0,0,30.183290000000003
normal\IMG\center_2018_04_20_13_48_49_110.jpg,normal\IMG\left_2018_04_20_13_48_49_110.jpg,normal\IMG\right_2018_04_20_13_48_49_110.jpg,0.0,1.0,0,30.18666
normal\IMG\center_2018_04_20_13_48_49_206.jpg,normal\IMG\left_2018_04_20_13_48_49_206.jpg,normal\IMG\right_2018_04_20_13_48_49_206.jpg,0.0,1.0,0,30.18952
normal\IMG\center_2018_04_20_13_48_49_285.jpg,normal\IMG\left_2018_04_20_13_48_49_285.jpg,normal\IMG\right_2018_04_20_13_48_49_285.jpg,0.0,1.0,0,30.19036
normal\IMG\center_2018_04_20_13_48_49_423.jpg,normal\IMG\left_2018_04_20_13_48_49_423.jpg,normal\IMG\right_2018_04_20_13_48_49_423.jpg,0.0,1.0,0,30.18998
normal\IMG\center_2018_04_20_13_48_49_493.jpg,normal\IMG\left_2018_04_20_13_48_49_493.jpg,normal\IMG\right_2018_04_20_13_48_49_493.jpg,0.0,1.0,0,30.19029
normal\IMG\center_2018_04_20_13_48_49_566.jpg,normal\IMG\left_2018_04_20_13_48_49_566.jpg,normal\IMG\right_2018_04_20_13_48_49_566.jpg,0.0,1.0,0,30.19043
normal\IMG\center_2018_04_20_13_48_49_656.jpg,normal\IMG\left_2018_04_20_13_48_49_656.jpg,normal\IMG\right_2018_04_20_13_48_49_656.jpg,0.0,1.0,0,30.19099000000001
normal\IMG\center_2018_04_20_13_48_49_788.jpg,normal\IMG\left_2018_04_20_13_48_49_788.jpg,normal\IMG\right_2018_04_20_13_48_49_788.jpg,0.0,1.0,0,30.19015
normal\IMG\center_2018_04_20_13_48_49_857.jpg,normal\IMG\left_2018_04_20_13_48_49_857.jpg,normal\IMG\right_2018_04_20_13_48_49_857.jpg,-0.15,1.0,0,30.18467
normal\IMG\center_2018_04_20_13_48_49_944.jpg,normal\IMG\left_2018_04_20_13_48_49_944.jpg,normal\IMG\right_2018_04_20_13_48_49_944.jpg,-0.4,1.0,0,30.15769
normal\IMG\center_2018_04_20_13_48_50_079.jpg,normal\IMG\left_2018_04_20_13_48_50_079.jpg,normal\IMG\right_2018_04_20_13_48_50_079.jpg,-0.4374915,1.0,0,30.1743
normal\IMG\center_2018_04_20_13_48_50_168.jpg,normal\IMG\left_2018_04_20_13_48_50_168.jpg,normal\IMG\right_2018_04_20_13_48_50_168.jpg,-0.1815246,1.0,0,30.19287000000001
normal\IMG\center_2018_04_20_13_48_50_243.jpg,normal\IMG\left_2018_04_20_13_48_50_243.jpg,normal\IMG\right_2018_04_20_13_48_50_243.jpg,0.0,1.0,0,30.18806
normal\IMG\center_2018_04_20_13_48_50_379.jpg,normal\IMG\left_2018_04_20_13_48_50_379.jpg,normal\IMG\right_2018_04_20_13_48_50_379.jpg,0.0,1.0,0,30.19007
normal\IMG\center_2018_04_20_13_48_50_448.jpg,normal\IMG\left_2018_04_20_13_48_50_448.jpg,normal\IMG\right_2018_04_20_13_48_50_448.jpg,0.0,1.0,0,30.19053
normal\IMG\center_2018_04_20_13_48_50_541.jpg,normal\IMG\left_2018_04_20_13_48_50_541.jpg,normal\IMG\right_2018_04_20_13_48_50_541.jpg,0.0,1.0,0,30.1902
normal\IMG\center_2018_04_20_13_48_50_676.jpg,normal\IMG\left_2018_04_20_13_48_50_676.jpg,normal\IMG\right_2018_04_20_13_48_50_676.jpg,0.0,1.0,0,30.19055
normal\IMG\center_2018_04_20_13_48_50_762.jpg,normal\IMG\left_2018_04_20_13_48_50_762.jpg,normal\IMG\right_2018_04_20_13_48_50_762.jpg,0.0,1.0,0,30.18963
normal\IMG\center_2018_04_20_13_48_50_835.jpg,normal\IMG\left_2018_04_20_13_48_50_835.jpg,normal\IMG\right_2018_04_20_13_48_50_835.jpg,-0.2,1.0,0,30.18004
normal\IMG\center_2018_04_20_13_48_50_974.jpg,normal\IMG\left_2018_04_20_13_48_50_974.jpg,normal\IMG\right_2018_04_20_13_48_50_974.jpg,-0.5500001,1.0,0,30.13947000000001
normal\IMG\center_2018_04_20_13_48_51_051.jpg,normal\IMG\left_2018_04_20_13_48_51_051.jpg,normal\IMG\right_2018_04_20_13_48_51_051.jpg,-0.7500001999999999,1.0,0,30.11606
normal\IMG\center_2018_04_20_13_48_51_125.jpg,normal\IMG\left_2018_04_20_13_48_51_125.jpg,normal\IMG\right_2018_04_20_13_48_51_125.jpg,-0.6483509,1.0,0,30.16134000000001
normal\IMG\center_2018_04_20_13_48_51_195.jpg,normal\IMG\left_2018_04_20_13_48_51_195.jpg,normal\IMG\right_2018_04_20_13_48_51_195.jpg,-0.4341738000000001,1.0,0,30.19518
normal\IMG\center_2018_04_20_13_48_51_278.jpg,normal\IMG\left_2018_04_20_13_48_51_278.jpg,normal\IMG\right_2018_04_20_13_48_51_278.jpg,-0.1938756,1.0,0,30.19511
normal\IMG\center_2018_04_20_13_48_51_345.jpg,normal\IMG\left_2018_04_20_13_48_51_345.jpg,normal\IMG\right_2018_04_20_13_48_51_345.jpg,0.0,1.0,0,30.186090000000004
normal\IMG\center_2018_04_20_13_48_51_417.jpg,normal\IMG\left_2018_04_20_13_48_51_417.jpg,normal\IMG\right_2018_04_20_13_48_51_417.jpg,0.0,1.0,0,30.19048
normal\IMG\center_2018_04_20_13_48_51_488.jpg,normal\IMG\left_2018_04_20_13_48_51_488.jpg,normal\IMG\right_2018_04_20_13_48_51_488.jpg,0.0,1.0,0,30.19016
normal\IMG\center_2018_04_20_13_48_51_572.jpg,normal\IMG\left_2018_04_20_13_48_51_572.jpg,normal\IMG\right_2018_04_20_13_48_51_572.jpg,0.0,1.0,0,30.189940000000004
normal\IMG\center_2018_04_20_13_48_51_701.jpg,normal\IMG\left_2018_04_20_13_48_51_701.jpg,normal\IMG\right_2018_04_20_13_48_51_701.jpg,0.0,1.0,0,30.19048
normal\IMG\center_2018_04_20_13_48_51_775.jpg,normal\IMG\left_2018_04_20_13_48_51_775.jpg,normal\IMG\right_2018_04_20_13_48_51_775.jpg,0.0,1.0,0,30.1893
normal\IMG\center_2018_04_20_13_48_51_850.jpg,normal\IMG\left_2018_04_20_13_48_51_850.jpg,normal\IMG\right_2018_04_20_13_48_51_850.jpg,-0.2,1.0,0,30.18042
normal\IMG\center_2018_04_20_13_48_51_923.jpg,normal\IMG\left_2018_04_20_13_48_51_923.jpg,normal\IMG\right_2018_04_20_13_48_51_923.jpg,-0.4,1.0,0,30.15718
normal\IMG\center_2018_04_20_13_48_52_013.jpg,normal\IMG\left_2018_04_20_13_48_52_013.jpg,normal\IMG\right_2018_04_20_13_48_52_013.jpg,-0.6000001,1.0,0,30.13356
normal\IMG\center_2018_04_20_13_48_52_153.jpg,normal\IMG\left_2018_04_20_13_48_52_153.jpg,normal\IMG\right_2018_04_20_13_48_52_153.jpg,-0.9500002,1.0,0,30.09785
