center,left,right,speed,steering,throttle,brake
recovery\IMG\center_2018_04_19_21_23_20_870.jpg,recovery\IMG\left_2018_04_19_21_23_20_870.jpg,recovery\IMG\right_2018_04_19_21_23_20_870.jpg,10.66855,0,0.2907377,0
recovery\IMG\center_2018_04_19_21_23_20_981.jpg,recovery\IMG\left_2018_04_19_21_23_20_981.jpg,recovery\IMG\right_2018_04_19_21_23_20_981.jpg,11.39947,0,0.6278902,0
recovery\IMG\center_2018_04_19_21_23_21_099.jpg,recovery\IMG\left_2018_04_19_21_23_21_099.jpg,recovery\IMG\right_2018_04_19_21_23_21_099.jpg,12.28411,0,0.9792323,0
recovery\IMG\center_2018_04_19_21_23_21_208.jpg,recovery\IMG\left_2018_04_19_21_23_21_208.jpg,recovery\IMG\right_2018_04_19_21_23_21_208.jpg,13.44567,0,1,0
recovery\IMG\center_2018_04_19_21_23_21_302.jpg,recovery\IMG\left_2018_04_19_21_23_21_302.jpg,recovery\IMG\right_2018_04_19_21_23_21_302.jpg,14.38369,0,1,0
recovery\IMG\center_2018_04_19_21_23_21_366.jpg,recovery\IMG\left_2018_04_19_21_23_21_366.jpg,recovery\IMG\right_2018_04_19_21_23_21_366.jpg,14.93172,0.2,0.7905211,0
recovery\IMG\center_2018_04_19_21_23_21_450.jpg,recovery\IMG\left_2018_04_19_21_23_21_450.jpg,recovery\IMG\right_2018_04_19_21_23_21_450.jpg,15.19188,0.4,0.5555062,0
recovery\IMG\center_2018_04_19_21_23_21_557.jpg,recovery\IMG\left_2018_04_19_21_23_21_557.jpg,recovery\IMG\right_2018_04_19_21_23_21_557.jpg,15.87306,0.116095,0.2271072,0
recovery\IMG\center_2018_04_19_21_23_21_651.jpg,recovery\IMG\left_2018_04_19_21_23_21_651.jpg,recovery\IMG\right_2018_04_19_21_23_21_651.jpg,15.25128,0,0,0
recovery\IMG\center_2018_04_19_21_23_21_759.jpg,recovery\IMG\left_2018_04_19_21_23_21_759.jpg,recovery\IMG\right_2018_04_19_21_23_21_759.jpg,15.62982,0.15,0,0
recovery\IMG\center_2018_04_19_21_23_21_849.jpg,recovery\IMG\left_2018_04_19_21_23_21_849.jpg,recovery\IMG\right_2018_04_19_21_23_21_849.jpg,15.17195,0.4,0.2504104,0
recovery\IMG\center_2018_04_19_21_23_21_960.jpg,recovery\IMG\left_2018_04_19_21_23_21_960.jpg,recovery\IMG\right_2018_04_19_21_23_21_960.jpg,15.7665,0.3895986,0.1931404,0
recovery\IMG\center_2018_04_19_21_23_22_039.jpg,recovery\IMG\left_2018_04_19_21_23_22_039.jpg,recovery\IMG\right_2018_04_19_21_23_22_039.jpg,15.71064,0.1537613,0,0
recovery\IMG\center_2018_04_19_21_23_22_163.jpg,recovery\IMG\left_2018_04_19_21_23_22_163.jpg,recovery\IMG\right_2018_04_19_21_23_22_163.jpg,14.97044,0,0,0
recovery\IMG\center_2018_04_19_21_23_22_232.jpg,recovery\IMG\left_2018_04_19_21_23_22_232.jpg,recovery\IMG\right_2018_04_19_21_23_22_232.jpg,15.40808,0,0,0
recovery\IMG\center_2018_04_19_21_23_22_327.jpg,recovery\IMG\left_2018_04_19_21_23_22_327.jpg,recovery\IMG\right_2018_04_19_21_23_22_327.jpg,15.28769,0,0,0
recovery\IMG\center_2018_04_19_21_23_22_437.jpg,recovery\IMG\left_2018_04_19_21_23_22_437.jpg,recovery\IMG\right_2018_04_19_21_23_22_437.jpg,15.10796,0,0,0
recovery\IMG\center_2018_04_19_21_23_22_541.jpg,recovery\IMG\left_2018_04_19_21_23_22_541.jpg,recovery\IMG\right_2018_04_19_21_23_22_541.jpg,14.44697,0,0,0
recovery\IMG\center_2018_04_19_21_23_22_646.jpg,recovery\IMG\left_2018_04_19_21_23_22_646.jpg,recovery\IMG\right_2018_04_19_21_23_22_646.jpg,14.28463,0,0,0
recovery\IMG\center_2018_04_19_21_23_22_715.jpg,recovery\IMG\left_2018_04_19_21_23_22_715.jpg,recovery\IMG\right_2018_04_19_21_23_22_715.jpg,14.7051,0,0,0
recovery\IMG\center_2018_04_19_21_23_22_798.jpg,recovery\IMG\left_2018_04_19_21_23_22_798.jpg,recovery\IMG\right_2018_04_19_21_23_22_798.jpg,14.5899,0,0,0
recovery\IMG\center_2018_04_19_21_23_22_923.jpg,recovery\IMG\left_2018_04_19_21_23_22_923.jpg,recovery\IMG\right_2018_04_19_21_23_22_923.jpg,13.82272,0,0,0
recovery\IMG\center_2018_04_19_21_23_22_998.jpg,recovery\IMG\left_2018_04_19_21_23_22_998.jpg,recovery\IMG\right_2018_04_19_21_23_22_998.jpg,14.33852,0.15,0.220683,0
recovery\IMG\center_2018_04_19_21_23_23_064.jpg,recovery\IMG\left_2018_04_19_21_23_23_064.jpg,recovery\IMG\right_2018_04_19_21_23_23_064.jpg,14.55834,0.35,0.4241205,0
recovery\IMG\center_2018_04_19_21_23_23_133.jpg,recovery\IMG\left_2018_04_19_21_23_23_133.jpg,recovery\IMG\right_2018_04_19_21_23_23_133.jpg,14.57785,0.5000001,0.6306576,0
recovery\IMG\center_2018_04_19_21_23_23_203.jpg,recovery\IMG\left_2018_04_19_21_23_23_203.jpg,recovery\IMG\right_2018_04_19_21_23_23_203.jpg,14.83031,0.4177468,0.4177468,0
recovery\IMG\center_2018_04_19_21_23_23_301.jpg,recovery\IMG\left_2018_04_19_21_23_23_301.jpg,recovery\IMG\right_2018_04_19_21_23_23_301.jpg,14.90008,0.158829,0.158829,0
recovery\IMG\center_2018_04_19_21_23_23_420.jpg,recovery\IMG\left_2018_04_19_21_23_23_420.jpg,recovery\IMG\right_2018_04_19_21_23_23_420.jpg,14.69145,0,0,0
recovery\IMG\center_2018_04_19_21_23_23_488.jpg,recovery\IMG\left_2018_04_19_21_23_23_488.jpg,recovery\IMG\right_2018_04_19_21_23_23_488.jpg,14.57464,0,0,0
recovery\IMG\center_2018_04_19_21_23_23_556.jpg,recovery\IMG\left_2018_04_19_21_23_23_556.jpg,recovery\IMG\right_2018_04_19_21_23_23_556.jpg,14.74896,0,0,0
recovery\IMG\center_2018_04_19_21_23_23_644.jpg,recovery\IMG\left_2018_04_19_21_23_23_644.jpg,recovery\IMG\right_2018_04_19_21_23_23_644.jpg,14.6359,0,0,0
recovery\IMG\center_2018_04_19_21_23_23_796.jpg,recovery\IMG\left_2018_04_19_21_23_23_796.jpg,recovery\IMG\right_2018_04_19_21_23_23_796.jpg,14.15906,0.2,0,0
recovery\IMG\center_2018_04_19_21_23_23_885.jpg,recovery\IMG\left_2018_04_19_21_23_23_885.jpg,recovery\IMG\right_2018_04_19_21_23_23_885.jpg,13.93691,0.2746263,0,0
recovery\IMG\center_2018_04_19_21_23_23_966.jpg,recovery\IMG\left_2018_04_19_21_23_23_966.jpg,recovery\IMG\right_2018_04_19_21_23_23_966.jpg,13.80501,0.04238128,0,0
recovery\IMG\center_2018_04_19_21_23_24_095.jpg,recovery\IMG\left_2018_04_19_21_23_24_095.jpg,recovery\IMG\right_2018_04_19_21_23_24_095.jpg,13.80965,0.15,0.208382,0
recovery\IMG\center_2018_04_19_21_23_24_182.jpg,recovery\IMG\left_2018_04_19_21_23_24_182.jpg,recovery\IMG\right_2018_04_19_21_23_24_182.jpg,13.6403,0.35,0,0
recovery\IMG\center_2018_04_19_21_23_24_297.jpg,recovery\IMG\left_2018_04_19_21_23_24_297.jpg,recovery\IMG\right_2018_04_19_21_23_24_297.jpg,13.48229,0.101899,0,0
recovery\IMG\center_2018_04_19_21_23_24_375.jpg,recovery\IMG\left_2018_04_19_21_23_24_375.jpg,recovery\IMG\right_2018_04_19_21_23_24_375.jpg,13.34068,0,0,0
recovery\IMG\center_2018_04_19_21_23_24_443.jpg,recovery\IMG\left_2018_04_19_21_23_24_443.jpg,recovery\IMG\right_2018_04_19_21_23_24_443.jpg,13.5327,0,0,0
recovery\IMG\center_2018_04_19_21_23_57_585.jpg,recovery\IMG\left_2018_04_19_21_23_57_585.jpg,recovery\IMG\right_2018_04_19_21_23_57_585.jpg,3.821371,0,0,0
recovery\IMG\center_2018_04_19_21_23_57_659.jpg,recovery\IMG\left_2018_04_19_21_23_57_659.jpg,recovery\IMG\right_2018_04_19_21_23_57_659.jpg,3.782685,0,0,0
recovery\IMG\center_2018_04_19_21_23_57_750.jpg,recovery\IMG\left_2018_04_19_21_23_57_750.jpg,recovery\IMG\right_2018_04_19_21_23_57_750.jpg,3.744098,0,0,0
recovery\IMG\center_2018_04_19_21_23_57_823.jpg,recovery\IMG\left_2018_04_19_21_23_57_823.jpg,recovery\IMG\right_2018_04_19_21_23_57_823.jpg,3.705825,0,0,0
recovery\IMG\center_2018_04_19_21_23_57_971.jpg,recovery\IMG\left_2018_04_19_21_23_57_971.jpg,recovery\IMG\right_2018_04_19_21_23_57_971.jpg,3.639593,0,0,0
recovery\IMG\center_2018_04_19_21_23_58_105.jpg,recovery\IMG\left_2018_04_19_21_23_58_105.jpg,recovery\IMG\right_2018_04_19_21_23_58_105.jpg,3.772679,-0.2,0.2089606,0
recovery\IMG\center_2018_04_19_21_23_58_193.jpg,recovery\IMG\left_2018_04_19_21_23_58_193.jpg,recovery\IMG\right_2018_04_19_21_23_58_193.jpg,4.165325,-0.4,0.471137,0
recovery\IMG\center_2018_04_19_21_23_58_332.jpg,recovery\IMG\left_2018_04_19_21_23_58_332.jpg,recovery\IMG\right_2018_04_19_21_23_58_332.jpg,5.359478,-0.7500002,0.8897562,0
recovery\IMG\center_2018_04_19_21_23_58_401.jpg,recovery\IMG\left_2018_04_19_21_23_58_401.jpg,recovery\IMG\right_2018_04_19_21_23_58_401.jpg,6.20512,-0.9500002,1,0
recovery\IMG\center_2018_04_19_21_23_58_492.jpg,recovery\IMG\left_2018_04_19_21_23_58_492.jpg,recovery\IMG\right_2018_04_19_21_23_58_492.jpg,7.052524,-1,1,0
recovery\IMG\center_2018_04_19_21_23_58_569.jpg,recovery\IMG\left_2018_04_19_21_23_58_569.jpg,recovery\IMG\right_2018_04_19_21_23_58_569.jpg,7.920055,-1,1,0
recovery\IMG\center_2018_04_19_21_23_58_639.jpg,recovery\IMG\left_2018_04_19_21_23_58_639.jpg,recovery\IMG\right_2018_04_19_21_23_58_639.jpg,8.786541,-1,1,0
recovery\IMG\center_2018_04_19_21_23_58_785.jpg,recovery\IMG\left_2018_04_19_21_23_58_785.jpg,recovery\IMG\right_2018_04_19_21_23_58_785.jpg,10.07089,-1,0.742582,0
recovery\IMG\center_2018_04_19_21_23_58_929.jpg,recovery\IMG\left_2018_04_19_21_23_58_929.jpg,recovery\IMG\right_2018_04_19_21_23_58_929.jpg,10.72594,-0.5722564,0.3148385,0
recovery\IMG\center_2018_04_19_21_23_59_001.jpg,recovery\IMG\left_2018_04_19_21_23_59_001.jpg,recovery\IMG\right_2018_04_19_21_23_59_001.jpg,10.76653,-0.3499646,0.09254664,0
recovery\IMG\center_2018_04_19_21_23_59_071.jpg,recovery\IMG\left_2018_04_19_21_23_59_071.jpg,recovery\IMG\right_2018_04_19_21_23_59_071.jpg,10.70499,-0.1445552,0,0
recovery\IMG\center_2018_04_19_21_23_59_194.jpg,recovery\IMG\left_2018_04_19_21_23_59_194.jpg,recovery\IMG\right_2018_04_19_21_23_59_194.jpg,10.68124,0,0.1882306,0
recovery\IMG\center_2018_04_19_21_23_59_272.jpg,recovery\IMG\left_2018_04_19_21_23_59_272.jpg,recovery\IMG\right_2018_04_19_21_23_59_272.jpg,10.98715,0,0.4208464,0
recovery\IMG\center_2018_04_19_21_23_59_406.jpg,recovery\IMG\left_2018_04_19_21_23_59_406.jpg,recovery\IMG\right_2018_04_19_21_23_59_406.jpg,11.93096,0,0.8229641,0
recovery\IMG\center_2018_04_19_21_23_59_482.jpg,recovery\IMG\left_2018_04_19_21_23_59_482.jpg,recovery\IMG\right_2018_04_19_21_23_59_482.jpg,12.83582,0,1,0
recovery\IMG\center_2018_04_19_21_23_59_602.jpg,recovery\IMG\left_2018_04_19_21_23_59_602.jpg,recovery\IMG\right_2018_04_19_21_23_59_602.jpg,14.11085,0,1,0
recovery\IMG\center_2018_04_19_21_23_59_670.jpg,recovery\IMG\left_2018_04_19_21_23_59_670.jpg,recovery\IMG\right_2018_04_19_21_23_59_670.jpg,14.81192,0,1,0
recovery\IMG\center_2018_04_19_21_23_59_805.jpg,recovery\IMG\left_2018_04_19_21_23_59_805.jpg,recovery\IMG\right_2018_04_19_21_23_59_805.jpg,16.19711,0,1,0
recovery\IMG\center_2018_04_19_21_23_59_939.jpg,recovery\IMG\left_2018_04_19_21_23_59_939.jpg,recovery\IMG\right_2018_04_19_21_23_59_939.jpg,17.82719,0,1,0
recovery\IMG\center_2018_04_19_21_24_00_006.jpg,recovery\IMG\left_2018_04_19_21_24_00_006.jpg,recovery\IMG\right_2018_04_19_21_24_00_006.jpg,18.28666,0,1,0
recovery\IMG\center_2018_04_19_21_24_00_076.jpg,recovery\IMG\left_2018_04_19_21_24_00_076.jpg,recovery\IMG\right_2018_04_19_21_24_00_076.jpg,19.05737,0,1,0
recovery\IMG\center_2018_04_19_21_24_00_200.jpg,recovery\IMG\left_2018_04_19_21_24_00_200.jpg,recovery\IMG\right_2018_04_19_21_24_00_200.jpg,20.36496,0,1,0
recovery\IMG\center_2018_04_19_21_24_00_280.jpg,recovery\IMG\left_2018_04_19_21_24_00_280.jpg,recovery\IMG\right_2018_04_19_21_24_00_280.jpg,21.16899,-0.2,1,0
recovery\IMG\center_2018_04_19_21_24_00_416.jpg,recovery\IMG\left_2018_04_19_21_24_00_416.jpg,recovery\IMG\right_2018_04_19_21_24_00_416.jpg,22.13021,-0.1589355,0.7572886,0
recovery\IMG\center_2018_04_19_21_24_00_557.jpg,recovery\IMG\left_2018_04_19_21_24_00_557.jpg,recovery\IMG\right_2018_04_19_21_24_00_557.jpg,22.67411,0,0.3391018,0
recovery\IMG\center_2018_04_19_21_24_00_679.jpg,recovery\IMG\left_2018_04_19_21_24_00_679.jpg,recovery\IMG\right_2018_04_19_21_24_00_679.jpg,22.49103,0,0,0
recovery\IMG\center_2018_04_19_21_24_00_809.jpg,recovery\IMG\left_2018_04_19_21_24_00_809.jpg,recovery\IMG\right_2018_04_19_21_24_00_809.jpg,22.21513,0,0,0
recovery\IMG\center_2018_04_19_21_24_00_886.jpg,recovery\IMG\left_2018_04_19_21_24_00_886.jpg,recovery\IMG\right_2018_04_19_21_24_00_886.jpg,22.02268,0,0,0
recovery\IMG\center_2018_04_19_21_24_00_953.jpg,recovery\IMG\left_2018_04_19_21_24_00_953.jpg,recovery\IMG\right_2018_04_19_21_24_00_953.jpg,21.974,-0.15,0,0
recovery\IMG\center_2018_04_19_21_24_43_772.jpg,recovery\IMG\left_2018_04_19_21_24_43_772.jpg,recovery\IMG\right_2018_04_19_21_24_43_772.jpg,4.503141,0,0.4748358,0
recovery\IMG\center_2018_04_19_21_24_43_869.jpg,recovery\IMG\left_2018_04_19_21_24_43_869.jpg,recovery\IMG\right_2018_04_19_21_24_43_869.jpg,5.179721,0.2,0.7612499,0
recovery\IMG\center_2018_04_19_21_24_43_944.jpg,recovery\IMG\left_2018_04_19_21_24_43_944.jpg,recovery\IMG\right_2018_04_19_21_24_43_944.jpg,6.057847,0.4,0.9899476,0
recovery\IMG\center_2018_04_19_21_24_44_037.jpg,recovery\IMG\left_2018_04_19_21_24_44_037.jpg,recovery\IMG\right_2018_04_19_21_24_44_037.jpg,7.146222,0.6500001,1,0
recovery\IMG\center_2018_04_19_21_24_44_124.jpg,recovery\IMG\left_2018_04_19_21_24_44_124.jpg,recovery\IMG\right_2018_04_19_21_24_44_124.jpg,7.813809,0.5229622,0.7337155,0
recovery\IMG\center_2018_04_19_21_24_44_200.jpg,recovery\IMG\left_2018_04_19_21_24_44_200.jpg,recovery\IMG\right_2018_04_19_21_24_44_200.jpg,8.665589,0.2968639,0.9598139,0
recovery\IMG\center_2018_04_19_21_24_44_282.jpg,recovery\IMG\left_2018_04_19_21_24_44_282.jpg,recovery\IMG\right_2018_04_19_21_24_44_282.jpg,9.540007,0.4968639,1,0
recovery\IMG\center_2018_04_19_21_24_44_369.jpg,recovery\IMG\left_2018_04_19_21_24_44_369.jpg,recovery\IMG\right_2018_04_19_21_24_44_369.jpg,10.36701,0.6968639,1,0
recovery\IMG\center_2018_04_19_21_24_44_456.jpg,recovery\IMG\left_2018_04_19_21_24_44_456.jpg,recovery\IMG\right_2018_04_19_21_24_44_456.jpg,11.33137,0.946864,1,0
recovery\IMG\center_2018_04_19_21_24_44_543.jpg,recovery\IMG\left_2018_04_19_21_24_44_543.jpg,recovery\IMG\right_2018_04_19_21_24_44_543.jpg,12.19761,1,1,0
recovery\IMG\center_2018_04_19_21_24_44_655.jpg,recovery\IMG\left_2018_04_19_21_24_44_655.jpg,recovery\IMG\right_2018_04_19_21_24_44_655.jpg,12.69303,0.7056342,0.7056341,0
recovery\IMG\center_2018_04_19_21_24_44_740.jpg,recovery\IMG\left_2018_04_19_21_24_44_740.jpg,recovery\IMG\right_2018_04_19_21_24_44_740.jpg,13.45833,0.4346912,0.4346912,0
recovery\IMG\center_2018_04_19_21_24_44_804.jpg,recovery\IMG\left_2018_04_19_21_24_44_804.jpg,recovery\IMG\right_2018_04_19_21_24_44_804.jpg,13.26778,0.2261578,0.2261578,0
recovery\IMG\center_2018_04_19_21_24_44_895.jpg,recovery\IMG\left_2018_04_19_21_24_44_895.jpg,recovery\IMG\right_2018_04_19_21_24_44_895.jpg,13.54668,0,0,0
recovery\IMG\center_2018_04_19_21_24_45_009.jpg,recovery\IMG\left_2018_04_19_21_24_45_009.jpg,recovery\IMG\right_2018_04_19_21_24_45_009.jpg,13.00074,0,0,0
recovery\IMG\center_2018_04_19_21_24_45_103.jpg,recovery\IMG\left_2018_04_19_21_24_45_103.jpg,recovery\IMG\right_2018_04_19_21_24_45_103.jpg,13.28658,0,0,0
recovery\IMG\center_2018_04_19_21_24_45_176.jpg,recovery\IMG\left_2018_04_19_21_24_45_176.jpg,recovery\IMG\right_2018_04_19_21_24_45_176.jpg,13.1626,0.2,0,0
recovery\IMG\center_2018_04_19_21_24_45_266.jpg,recovery\IMG\left_2018_04_19_21_24_45_266.jpg,recovery\IMG\right_2018_04_19_21_24_45_266.jpg,12.99266,0.4,0,0
recovery\IMG\center_2018_04_19_21_24_45_390.jpg,recovery\IMG\left_2018_04_19_21_24_45_390.jpg,recovery\IMG\right_2018_04_19_21_24_45_390.jpg,12.8465,0.1801698,0,0
recovery\IMG\center_2018_04_20_03_48_29_329.jpg,recovery\IMG\left_2018_04_20_03_48_29_329.jpg,recovery\IMG\right_2018_04_20_03_48_29_329.jpg,12.17334,-0.7500002,0.8964186,0
recovery\IMG\center_2018_04_20_03_48_29_409.jpg,recovery\IMG\left_2018_04_20_03_48_29_409.jpg,recovery\IMG\right_2018_04_20_03_48_29_409.jpg,12.7157,-0.6711594,0.6711593,0
recovery\IMG\center_2018_04_20_03_48_29_484.jpg,recovery\IMG\left_2018_04_20_03_48_29_484.jpg,recovery\IMG\right_2018_04_20_03_48_29_484.jpg,12.9157,-0.4459193,0.4459193,0
recovery\IMG\center_2018_04_20_03_48_29_573.jpg,recovery\IMG\left_2018_04_20_03_48_29_573.jpg,recovery\IMG\right_2018_04_20_03_48_29_573.jpg,13.40076,-0.6459193,0.703962,0
recovery\IMG\center_2018_04_20_03_48_29_656.jpg,recovery\IMG\left_2018_04_20_03_48_29_656.jpg,recovery\IMG\right_2018_04_20_03_48_29_656.jpg,14.11744,-0.8459194,0.9270249,0
recovery\IMG\center_2018_04_20_03_48_29_786.jpg,recovery\IMG\left_2018_04_20_03_48_29_786.jpg,recovery\IMG\right_2018_04_20_03_48_29_786.jpg,15.37628,-1,1,0
recovery\IMG\center_2018_04_20_03_48_29_925.jpg,recovery\IMG\left_2018_04_20_03_48_29_925.jpg,recovery\IMG\right_2018_04_20_03_48_29_925.jpg,16.77777,-0.7509713,0.7509713,0
recovery\IMG\center_2018_04_20_03_48_29_995.jpg,recovery\IMG\left_2018_04_20_03_48_29_995.jpg,recovery\IMG\right_2018_04_20_03_48_29_995.jpg,17.21189,-0.5468359,0.5468359,0
recovery\IMG\center_2018_04_20_03_48_30_064.jpg,recovery\IMG\left_2018_04_20_03_48_30_064.jpg,recovery\IMG\right_2018_04_20_03_48_30_064.jpg,17.25742,-0.3295951,0.3295951,0
recovery\IMG\center_2018_04_20_03_48_30_197.jpg,recovery\IMG\left_2018_04_20_03_48_30_197.jpg,recovery\IMG\right_2018_04_20_03_48_30_197.jpg,18.06429,0,0.7296999,0
recovery\IMG\center_2018_04_20_03_48_30_268.jpg,recovery\IMG\left_2018_04_20_03_48_30_268.jpg,recovery\IMG\right_2018_04_20_03_48_30_268.jpg,18.84474,0,0.945015,0
recovery\IMG\center_2018_04_20_03_48_30_339.jpg,recovery\IMG\left_2018_04_20_03_48_30_339.jpg,recovery\IMG\right_2018_04_20_03_48_30_339.jpg,19.47444,0,1,0
recovery\IMG\center_2018_04_20_03_48_30_405.jpg,recovery\IMG\left_2018_04_20_03_48_30_405.jpg,recovery\IMG\right_2018_04_20_03_48_30_405.jpg,20.0746,0,1,0
recovery\IMG\center_2018_04_20_03_48_30_476.jpg,recovery\IMG\left_2018_04_20_03_48_30_476.jpg,recovery\IMG\right_2018_04_20_03_48_30_476.jpg,20.86398,0.2,1,0
recovery\IMG\center_2018_04_20_03_48_30_565.jpg,recovery\IMG\left_2018_04_20_03_48_30_565.jpg,recovery\IMG\right_2018_04_20_03_48_30_565.jpg,21.58774,0.4,1,0
recovery\IMG\center_2018_04_20_03_48_30_634.jpg,recovery\IMG\left_2018_04_20_03_48_30_634.jpg,recovery\IMG\right_2018_04_20_03_48_30_634.jpg,22.37411,0.2642291,1,0
recovery\IMG\center_2018_04_20_03_48_30_776.jpg,recovery\IMG\left_2018_04_20_03_48_30_776.jpg,recovery\IMG\right_2018_04_20_03_48_30_776.jpg,23.74292,0,1,0
recovery\IMG\center_2018_04_20_03_48_30_914.jpg,recovery\IMG\left_2018_04_20_03_48_30_914.jpg,recovery\IMG\right_2018_04_20_03_48_30_914.jpg,25.09834,0,1,0
recovery\IMG\center_2018_04_20_03_48_30_981.jpg,recovery\IMG\left_2018_04_20_03_48_30_981.jpg,recovery\IMG\right_2018_04_20_03_48_30_981.jpg,25.56224,0,0.7910882,0
recovery\IMG\center_2018_04_20_03_48_31_119.jpg,recovery\IMG\left_2018_04_20_03_48_31_119.jpg,recovery\IMG\right_2018_04_20_03_48_31_119.jpg,26.05895,0,0.381333,0
recovery\IMG\center_2018_04_20_03_48_31_271.jpg,recovery\IMG\left_2018_04_20_03_48_31_271.jpg,recovery\IMG\right_2018_04_20_03_48_31_271.jpg,25.75078,-0.4,0,0
recovery\IMG\center_2018_04_20_03_48_31_398.jpg,recovery\IMG\left_2018_04_20_03_48_31_398.jpg,recovery\IMG\right_2018_04_20_03_48_31_398.jpg,25.35235,-0.3141761,0,0
recovery\IMG\center_2018_04_20_03_48_31_473.jpg,recovery\IMG\left_2018_04_20_03_48_31_473.jpg,recovery\IMG\right_2018_04_20_03_48_31_473.jpg,25.14952,-0.09857357,0,0
recovery\IMG\center_2018_04_20_03_48_31_605.jpg,recovery\IMG\left_2018_04_20_03_48_31_605.jpg,recovery\IMG\right_2018_04_20_03_48_31_605.jpg,24.83576,0,0,0
recovery\IMG\center_2018_04_20_03_48_31_739.jpg,recovery\IMG\left_2018_04_20_03_48_31_739.jpg,recovery\IMG\right_2018_04_20_03_48_31_739.jpg,24.48664,0,0,0
recovery\IMG\center_2018_04_20_03_48_31_868.jpg,recovery\IMG\left_2018_04_20_03_48_31_868.jpg,recovery\IMG\right_2018_04_20_03_48_31_868.jpg,24.14305,0,0,0
recovery\IMG\center_2018_04_20_03_48_31_950.jpg,recovery\IMG\left_2018_04_20_03_48_31_950.jpg,recovery\IMG\right_2018_04_20_03_48_31_950.jpg,23.93214,-0.2,0,0
recovery\IMG\center_2018_04_20_03_48_32_018.jpg,recovery\IMG\left_2018_04_20_03_48_32_018.jpg,recovery\IMG\right_2018_04_20_03_48_32_018.jpg,23.7347,-0.35,0,0
recovery\IMG\center_2018_04_20_03_48_32_159.jpg,recovery\IMG\left_2018_04_20_03_48_32_159.jpg,recovery\IMG\right_2018_04_20_03_48_32_159.jpg,23.37518,-0.02513825,0,0
recovery\IMG\center_2018_04_20_03_48_32_229.jpg,recovery\IMG\left_2018_04_20_03_48_32_229.jpg,recovery\IMG\right_2018_04_20_03_48_32_229.jpg,23.23271,0,0,0
recovery\IMG\center_2018_04_20_03_48_32_365.jpg,recovery\IMG\left_2018_04_20_03_48_32_365.jpg,recovery\IMG\right_2018_04_20_03_48_32_365.jpg,22.89373,0,0,0
recovery\IMG\center_2018_04_20_03_48_32_431.jpg,recovery\IMG\left_2018_04_20_03_48_32_431.jpg,recovery\IMG\right_2018_04_20_03_48_32_431.jpg,22.70906,0,0,0
recovery\IMG\center_2018_04_20_03_48_32_563.jpg,recovery\IMG\left_2018_04_20_03_48_32_563.jpg,recovery\IMG\right_2018_04_20_03_48_32_563.jpg,22.43566,0,0,0
recovery\IMG\center_2018_04_20_03_48_32_647.jpg,recovery\IMG\left_2018_04_20_03_48_32_647.jpg,recovery\IMG\right_2018_04_20_03_48_32_647.jpg,22.25529,0,0,0
recovery\IMG\center_2018_04_20_03_48_32_788.jpg,recovery\IMG\left_2018_04_20_03_48_32_788.jpg,recovery\IMG\right_2018_04_20_03_48_32_788.jpg,21.94315,0,0,0
recovery\IMG\center_2018_04_20_03_48_32_931.jpg,recovery\IMG\left_2018_04_20_03_48_32_931.jpg,recovery\IMG\right_2018_04_20_03_48_32_931.jpg,21.59173,0,0,0
recovery\IMG\center_2018_04_20_03_48_32_999.jpg,recovery\IMG\left_2018_04_20_03_48_32_999.jpg,recovery\IMG\right_2018_04_20_03_48_32_999.jpg,21.4614,0,0,0
recovery\IMG\center_2018_04_20_03_48_33_142.jpg,recovery\IMG\left_2018_04_20_03_48_33_142.jpg,recovery\IMG\right_2018_04_20_03_48_33_142.jpg,21.15163,0,0,0
recovery\IMG\center_2018_04_20_03_48_33_285.jpg,recovery\IMG\left_2018_04_20_03_48_33_285.jpg,recovery\IMG\right_2018_04_20_03_48_33_285.jpg,20.8536,0,0,0
recovery\IMG\center_2018_04_20_03_48_33_420.jpg,recovery\IMG\left_2018_04_20_03_48_33_420.jpg,recovery\IMG\right_2018_04_20_03_48_33_420.jpg,20.56227,0,0,0
recovery\IMG\center_2018_04_20_03_48_33_491.jpg,recovery\IMG\left_2018_04_20_03_48_33_491.jpg,recovery\IMG\right_2018_04_20_03_48_33_491.jpg,20.39703,0,0,0
recovery\IMG\center_2018_04_20_03_48_33_568.jpg,recovery\IMG\left_2018_04_20_03_48_33_568.jpg,recovery\IMG\right_2018_04_20_03_48_33_568.jpg,20.27157,0,0,0
recovery\IMG\center_2018_04_20_03_48_33_646.jpg,recovery\IMG\left_2018_04_20_03_48_33_646.jpg,recovery\IMG\right_2018_04_20_03_48_33_646.jpg,20.09089,-0.2,0,0
recovery\IMG\center_2018_04_20_03_48_33_788.jpg,recovery\IMG\left_2018_04_20_03_48_33_788.jpg,recovery\IMG\right_2018_04_20_03_48_33_788.jpg,19.64848,-0.5500001,0,0
recovery\IMG\center_2018_04_20_03_48_33_927.jpg,recovery\IMG\left_2018_04_20_03_48_33_927.jpg,recovery\IMG\right_2018_04_20_03_48_33_927.jpg,19.15361,-0.6205556,0,0
recovery\IMG\center_2018_04_20_03_48_34_069.jpg,recovery\IMG\left_2018_04_20_03_48_34_069.jpg,recovery\IMG\right_2018_04_20_03_48_34_069.jpg,18.77676,-0.1913713,0,0
